CityId,DistrictId,CityName,DistrictName,MinWheatArea,MinBarleyArea,MinSunflowerArea,MinRiceArea,MinLentilArea,MinChickpeaArea,MinCottonArea,MinSugarbeetArea,MinSoybeanArea,MinPeanutArea,MinOatArea,MinPotatoArea,MinCornArea,MinCanolaArea,MinOnionArea,MinBeanArea,MinTomatoArea
17,764,CANAKKALE,GOKCEADA,1260,2233,0,0,0,0,0,0,0,0,158,0,2039,0,4,18,161
17,784,CANAKKALE,LAPSEKI,36442,11148,2598,126,0,389,0,0,0,0,12738,0,3742,744,109,378,3224
17,756,CANAKKALE,MERKEZ,45885,18941,13822,4584,0,1060,3730,0,0,0,6192,0,12561,0,290,953,9535
17,723,CANAKKALE,YENICE,38920,11921,0,145,0,88,0,0,0,0,68437,0,15478,0,35,1408,3787
18,865,CANKIRI,ATKARACALAR,76300,3325,0,0,0,265,0,0,0,0,0,21,0,0,2,10,8
18,923,CANKIRI,BAYRAMOREN,3177,631,0,0,0,0,0,0,0,0,210,8,14,0,7,60,33
18,884,CANKIRI,CERKES,52850,15400,0,0,0,0,0,0,0,0,0,245,0,0,8,13,6
18,777,CANKIRI,ELDIVAN,28736,6402,0,0,0,207,0,0,0,0,816,151,0,0,4,77,106
18,912,CANKIRI,ILGAZ,7370,315,0,630,0,32,0,0,0,0,805,33,315,0,11,501,74
18,755,CANKIRI,KIZILIRMAK,74651,36162,60,11760,0,707,0,0,0,0,0,147,144,0,11,202,571
18,825,CANKIRI,KORGUN,5926,1927,0,0,0,0,0,0,0,0,840,119,0,0,6,195,137
18,882,CANKIRI,KURSUNLU,24150,3500,0,0,0,0,0,0,0,0,1400,140,0,0,2,4,22
18,820,CANKIRI,MERKEZ,208075,49070,1274,4900,203,20609,0,2074,0,0,1063,133,815,0,112,326,330
18,810,CANKIRI,ORTA,27930,4067,0,0,0,265,0,0,0,0,0,49,0,0,0,42,7
18,773,CANKIRI,SABANOZU,57173,17143,0,0,0,324,0,0,0,0,0,56,41,0,4,175,95
18,834,CANKIRI,YAPRAKLI,54095,7205,48,0,12,247,0,0,0,0,56,350,31,0,58,252,228
19,715,CORUM,ALACA,237405,45637,42390,0,9100,72694,0,10011,0,0,713,3261,1929,0,12673,596,258
19,830,CORUM,BAYAT,80192,35893,13738,4799,140,1766,0,0,0,0,60,350,323,0,244,2030,1050
19,671,CORUM,BOGAZKALE,35126,7114,1422,0,81,3297,0,2847,0,0,0,0,455,0,0,81,20
19,849,CORUM,DODURGA,16800,7350,0,3500,0,0,0,0,0,0,0,0,70,0,0,35,62
19,889,CORUM,ISKILIP,134852,28312,11747,5950,77,1484,0,4470,0,0,1415,301,1540,0,235,609,840
19,1004,CORUM,KARGI,13894,5933,0,9800,11,8,0,0,0,0,1204,350,1182,0,95,735,319
19,832,CORUM,LACIN,30409,7441,330,2100,21,147,0,0,0,0,97,0,175,0,168,98,282
19,786,CORUM,MECITOZU,70000,27178,57941,0,90,1531,0,3127,0,0,3150,119,1891,0,2836,346,449
19,803,CORUM,MERKEZ,247893,172306,92421,700,1400,14721,0,8384,0,0,9702,7000,9699,0,21106,981,2815
19,831,CORUM,OGUZLAR,15690,2800,0,0,0,15,0,0,0,0,851,10,0,0,7,475,57
19,730,CORUM,ORTAKOY,52137,11113,0,0,350,5888,0,133,0,0,2045,49,1051,0,253,229,160
19,983,CORUM,OSMANCIK,43929,21174,0,15750,44,159,0,223,0,0,813,595,1024,0,333,1148,1362
19,750,CORUM,SUNGURLU,333113,120728,2071,665,6300,30031,0,3240,0,0,276,70,331,45,966,340,2905
19,767,CORUM,UGURLUDAG,59080,63714,2805,9450,35,589,0,0,0,0,2100,350,403,0,35,42,70
20,228,DENIZLI,ACIPAYAM,74764,64272,1569,0,0,2473,0,2827,0,0,16109,0,31867,0,3003,930,1581
20,272,DENIZLI,BABADAG,5810,3143,0,0,0,29,0,0,0,0,0,0,123,0,0,140,140
20,337,DENIZLI,BAKLAN,8471,12425,2545,0,0,1177,0,3751,0,0,381,0,24151,0,0,140,350
20,363,DENIZLI,BEKILLI,6528,15050,0,0,14,8538,0,0,0,0,105,0,29,0,420,0,157
20,172,DENIZLI,BEYAGAC,2861,1343,0,0,0,113,0,0,0,0,253,0,2891,0,36,129,228
20,292,DENIZLI,BOZKURT,26970,31321,485,0,0,533,0,433,0,0,4109,0,4593,0,41,145,230
20,349,DENIZLI,BULDAN,10080,7000,0,0,1330,59,3459,0,0,0,0,0,6561,0,0,770,1106
20,347,DENIZLI,CAL,21847,18340,17514,0,0,1177,0,1684,0,0,3010,0,20985,0,18,70,1271
20,145,DENIZLI,CAMELI,23661,8050,0,0,0,4122,0,35,0,0,14181,0,9951,0,42,1960,1239
20,267,DENIZLI,CARDAK,12315,27313,40,0,0,88,0,1345,0,0,63,0,3530,0,46,63,98
20,390,DENIZLI,CIVRIL,49135,32344,15267,0,140,2944,0,11797,0,0,0,0,63902,0,0,0,4200
20,348,DENIZLI,GUNEY,4075,15916,0,0,826,1334,0,0,0,0,0,0,862,0,201,67,480
20,271,DENIZLI,HONAZ,38830,2584,2460,0,0,194,27,0,0,0,497,28,4298,0,24,1005,1330
20,226,DENIZLI,KALE,7140,2800,0,0,0,207,0,0,0,0,3150,0,1779,0,350,141,313
20,284,DENIZLI,MERKEZEFENDI,7000,5837,0,0,0,0,31076,0,0,0,0,0,7287,0,11,21,70
20,328,DENIZLI,PAMUKKALE,49665,11200,0,0,0,589,26569,0,0,0,0,0,28605,0,322,347,1257
20,306,DENIZLI,SARAYKOY,19600,4729,0,0,0,6,90119,0,0,0,490,0,10280,0,168,56,975
20,238,DENIZLI,SERINHISAR,6650,10850,890,0,0,2650,0,0,0,0,3696,0,1022,0,0,259,378
20,248,DENIZLI,TAVAS,87798,92051,19508,0,210,6625,0,0,0,0,3195,0,13430,0,350,714,809
21,278,DIYARBAKIR,MERKEZ,70027,3388,0,1050,13650,647,12896,0,193,0,0,0,1492,0,0,0,70
21,309,DIYARBAKIR,BISMIL,389813,51380,0,0,124810,13532,481675,0,129,0,0,0,70553,0,0,0,1085
21,340,DIYARBAKIR,CERMIK,69014,17613,478,1032,9100,5653,4973,0,0,0,0,0,239,0,196,32,246
21,260,DIYARBAKIR,CINAR,185529,43828,0,4722,23870,1384,264455,5212,329,0,0,0,7549,0,595,0,1050
21,358,DIYARBAKIR,CUNGUS,11229,4349,0,0,35,207,0,0,0,0,0,0,92,0,112,560,2695
21,387,DIYARBAKIR,DICLE,57152,7062,0,0,3010,2379,38,0,0,0,0,0,35,0,8,210,329
21,356,DIYARBAKIR,EGIL,35347,12121,0,0,3045,2061,7768,0,0,0,0,0,828,0,0,0,62
21,367,DIYARBAKIR,ERGANI,222262,54600,5151,750,37450,36390,10601,0,0,0,0,0,3063,0,245,420,6395
21,408,DIYARBAKIR,HANI,40232,16092,0,0,4582,2209,0,0,0,0,0,0,256,0,1365,60,1082
21,364,DIYARBAKIR,HAZRO,79109,3710,0,840,3906,1355,0,0,0,0,0,0,0,0,13,14,441
21,312,DIYARBAKIR,KAYAPINAR,91088,9100,0,370,7000,6978,18646,0,675,0,0,0,7384,0,0,0,770
21,366,DIYARBAKIR,KOCAKOY,56573,2143,0,95,3937,1150,0,0,0,0,0,0,0,0,0,0,245
21,456,DIYARBAKIR,KULP,35614,17503,0,0,16,618,0,0,0,0,0,0,470,0,1260,1540,2590
21,434,DIYARBAKIR,LICE,50637,7385,0,0,63,294,0,0,0,0,0,0,60,0,168,18,1176
21,368,DIYARBAKIR,SILVAN,322932,8400,0,0,98000,26498,4817,0,0,0,0,0,32914,0,140,9,322
21,357,DIYARBAKIR,SUR,438839,13433,0,1505,109200,14243,97112,0,0,0,0,0,10777,0,0,0,151
21,326,DIYARBAKIR,YENISEHIR,37501,3744,0,77,862,2226,98438,0,0,0,0,0,24370,0,70,21,847
81,954,DUZCE,AKCAKOCA,0,0,0,0,0,0,0,0,0,0,0,0,956,0,11,19,22
81,888,DUZCE,CILIMLI,193,38,0,452,0,0,0,0,0,0,0,0,10884,0,0,49,107
81,901,DUZCE,CUMAYERI,77,0,0,0,0,0,0,0,0,0,0,0,402,0,3,0,0
81,846,DUZCE,GOLYAKA,420,34,0,0,0,0,0,25,0,0,0,39,3631,0,0,25,15
81,863,DUZCE,GUMUSOVA,525,29,0,0,0,0,0,0,0,0,7,2,1081,0,2,4,9
81,854,DUZCE,KAYNASLI,126,49,0,0,0,0,0,0,0,0,0,19,1803,0,0,36,8
81,910,DUZCE,MERKEZ,4351,595,0,1127,0,0,0,32,0,0,193,18,40350,0,46,160,139
81,936,DUZCE,YIGILCA,0,0,0,0,0,0,0,0,0,0,0,91,2573,0,0,25,8
22,933,EDIRNE,ENEZ,41839,4031,16808,14697,0,65,0,0,0,0,2146,0,2001,713,18,112,105
22,1093,EDIRNE,HAVSA,135555,3798,90005,7910,0,59,0,50,0,0,1384,0,8190,4530,455,88,280
22,1017,EDIRNE,IPSALA,102418,2860,67471,146788,0,23,0,179,0,56,715,0,8770,1703,19,76,91
22,1007,EDIRNE,KESAN,172200,17098,118476,30135,0,878,0,76,0,0,350,0,15444,5241,1120,1050,2450
22,1102,EDIRNE,LALAPASA,87500,2408,45872,105,0,41,0,0,0,0,438,11,1934,11551,1,34,6
22,1050,EDIRNE,MERIC,31468,97,38013,60430,0,22,0,0,0,1680,385,14,1057,259,137,154,672
22,1100,EDIRNE,MERKEZ,151836,5125,117044,42763,0,382,0,11,0,0,710,18,10910,7417,91,176,192
22,1101,EDIRNE,SULOGLU,49543,1476,18166,0,0,0,0,368,0,0,0,13,9923,208,28,56,95
22,1065,EDIRNE,UZUNKOPRU,150500,2678,153494,56000,0,106,0,323,0,0,2800,123,4414,7118,203,364,287
23,501,ELAZIG,AGIN,353,15782,0,0,350,3239,0,0,0,0,0,0,0,0,18,11,43
23,407,ELAZIG,ALACAKAYA,5103,813,0,0,0,59,0,0,0,0,0,0,0,0,0,182,1260
23,428,ELAZIG,ARICAK,12171,2044,0,0,0,0,0,0,0,0,0,0,0,0,39,71,53
23,443,ELAZIG,BASKIL,51955,24066,0,0,189,2657,0,163,0,0,0,0,0,0,55,189,789
23,532,ELAZIG,KARAKOCAN,29715,24985,0,0,140,176,0,0,0,0,0,0,70,0,231,175,193
23,470,ELAZIG,KEBAN,2066,5367,0,0,0,883,0,0,0,0,0,0,0,0,39,189,35
23,481,ELAZIG,KOVANCILAR,53082,67312,0,0,1799,941,0,2512,0,0,0,0,280,0,126,111,1596
23,406,ELAZIG,MADEN,14436,3727,0,0,32,204,0,897,0,0,0,97,0,0,57,2730,455
23,468,ELAZIG,MERKEZ,102212,170835,0,0,2800,2377,0,10730,0,0,181,350,10255,0,3863,2863,8946
23,472,ELAZIG,PALU,11726,7008,0,0,385,116,0,1231,0,0,0,0,287,0,74,270,54
23,389,ELAZIG,SIVRICE,19191,6161,0,0,63,304,0,83,0,0,0,20,91,0,56,700,210
24,679,ERZINCAN,CAYIRLI,45850,27020,732,0,0,59,0,5849,0,0,0,770,420,0,0,7098,22
24,626,ERZINCAN,ILIC,9748,12467,0,0,0,47,0,0,0,0,0,20,0,0,18,120,127
24,633,ERZINCAN,KEMAH,8443,5380,0,0,0,0,0,0,0,0,0,169,238,0,0,152,160
24,556,ERZINCAN,KEMALIYE,1971,2669,0,0,0,247,0,0,0,0,0,0,0,0,25,161,116
24,649,ERZINCAN,MERKEZ,83105,35420,0,0,0,188,0,13945,0,0,1820,60,13160,0,193,9765,6513
24,685,ERZINCAN,OTLUKBELI,10156,162,0,0,0,0,0,0,0,0,0,1,160,0,0,151,0
24,675,ERZINCAN,REFAHIYE,19503,6136,0,0,0,426,0,0,0,0,0,53,317,0,11,523,41
24,658,ERZINCAN,TERCAN,31500,95795,848,0,0,147,0,7355,0,0,3500,595,1050,0,32,251,45
24,627,ERZINCAN,UZUMLU,7872,1034,0,0,0,0,0,2193,0,0,0,0,795,0,35,179,1835
25,700,ERZURUM,ASKALE,24429,2470,0,0,0,6,0,282,0,0,15077,42,280,0,0,22,0
25,753,ERZURUM,AZIZIYE,46900,3360,151,0,88,11,0,2656,0,0,36400,420,2240,0,8,43,6
25,635,ERZURUM,CAT,2730,499,0,0,0,0,0,0,0,0,245,0,0,0,0,0,0
25,616,ERZURUM,HINIS,61600,13671,0,0,23,91,0,0,0,0,0,42,98,0,4,2114,20
25,754,ERZURUM,HORASAN,183295,66221,340,0,0,0,0,893,0,0,1680,200,172,0,12,83,6
25,868,ERZURUM,ISPIR,12950,9619,0,0,0,8,0,0,0,0,0,1330,224,0,102,2885,163
25,604,ERZURUM,KARACOBAN,49700,9380,0,0,0,0,0,210,0,0,3640,25,70,0,0,1763,5
25,664,ERZURUM,KARAYAZI,42189,39702,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,721,ERZURUM,KOPRUKOY,56788,4693,2205,0,0,6,0,0,0,0,4582,128,630,0,0,28,0
25,775,ERZURUM,NARMAN,35490,14543,0,0,0,0,0,0,0,0,840,504,235,0,0,190,4
25,871,ERZURUM,OLTU,10500,6192,0,0,0,0,0,0,0,0,350,1540,560,0,0,462,123
25,955,ERZURUM,OLUR,2450,1948,0,0,0,0,0,0,0,0,0,63,29,0,11,168,134
25,684,ERZURUM,PALANDOKEN,13532,2838,0,0,0,0,0,0,0,0,12569,783,731,0,0,52,0
25,729,ERZURUM,PASINLER,72891,14881,12187,0,0,0,0,13504,0,0,3150,16940,10500,0,10,294,0
25,801,ERZURUM,PAZARYOLU,15142,14858,0,0,5,0,0,0,0,0,6752,41,19,0,1,1436,13
25,908,ERZURUM,SENKAYA,41558,7652,0,0,0,0,0,0,0,0,946,119,0,0,7,0,4
25,652,ERZURUM,TEKMAN,24500,3150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,797,ERZURUM,TORTUM,11052,10201,0,0,0,0,0,0,0,0,106,301,13,0,0,567,357
25,840,ERZURUM,UZUNDERE,3833,1418,0,0,0,0,0,0,0,0,0,67,5,0,67,32,108
25,735,ERZURUM,YAKUTIYE,18900,8103,0,0,0,0,0,341,0,0,15400,2450,210,0,98,147,0
26,678,ESKISEHIR,ALPU,83782,74633,5732,0,207,1531,0,20287,0,0,6364,1190,44794,0,910,98,294
26,638,ESKISEHIR,BEYLIKOVA,78861,43340,418,0,98,2002,0,6055,0,0,1674,70,5850,0,1050,201,23
26,572,ESKISEHIR,CIFTELER,157000,62490,14045,0,0,825,0,45002,0,0,2695,3745,15857,337,1120,105,52
26,576,ESKISEHIR,GUNYUZU,75258,19411,0,0,315,1177,0,6942,0,0,5663,61,525,1294,1505,92,36
26,548,ESKISEHIR,HAN,23041,2478,0,0,0,24,0,0,0,0,219,0,0,0,1,0,0
26,640,ESKISEHIR,INONU,34975,20237,5503,0,210,1766,0,7741,0,0,1211,105,2299,0,70,308,56
26,612,ESKISEHIR,MAHMUDIYE,100633,39644,23666,0,0,1119,0,25077,0,0,3452,1831,13555,0,2989,53,112
26,681,ESKISEHIR,MIHALGAZI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,315,35,189
26,673,ESKISEHIR,MIHALICCIK,70160,70499,191,0,28,2178,0,6075,0,0,1081,1358,1774,0,3922,224,130
26,628,ESKISEHIR,MERKEZ,92322,50226,7621,0,0,3415,0,10175,0,0,6187,1050,30396,0,2111,116,2646
26,695,ESKISEHIR,SARICAKAYA,2132,581,0,0,0,0,0,0,0,0,237,7,179,0,1505,298,3017
26,605,ESKISEHIR,SEYITGAZI,189590,62474,18892,0,35,2061,0,11041,0,0,4284,630,21383,48,2590,207,368
26,617,ESKISEHIR,SIVRIHISAR,303736,203835,10581,0,126,22965,0,29120,0,0,10592,3570,14470,4077,3850,140,245
26,667,ESKISEHIR,TEPEBASI,91442,64065,5559,0,4,2768,0,10101,0,0,4816,560,25297,0,1596,298,3136
27,183,GAZIANTEP,ARABAN,47128,18473,299,0,350,21585,52053,0,128,0,0,0,4691,0,420,0,0
27,114,GAZIANTEP,ISLAHIYE,96548,6160,0,0,210,236,6216,3528,0,0,0,0,6695,0,210,32,182
27,89,GAZIANTEP,KARKAMIS,17309,14891,1632,0,350,294,7768,0,0,0,0,0,851,0,0,0,0
27,137,GAZIANTEP,NIZIP,4804,14188,149,0,3150,1472,3217,0,0,0,0,0,566,0,70,0,42
27,142,GAZIANTEP,NURDAGI,99816,6685,0,0,630,8786,20200,6663,0,2100,0,1050,26723,0,3500,0,182
27,103,GAZIANTEP,OGUZELI,98052,31367,597,0,18340,15882,26414,0,0,0,0,0,30664,0,350,0,260
27,110,GAZIANTEP,SAHINBEY,76472,55808,0,0,24560,8890,0,0,0,0,0,0,1989,0,1540,119,875
27,150,GAZIANTEP,MERKEZ,30998,18200,0,0,105,3533,0,0,0,0,0,0,174,0,595,105,1610
27,161,GAZIANTEP,YAVUZELI,14782,5544,0,0,42,5888,4351,0,0,0,0,0,55,0,245,0,35
28,776,GIRESUN,ALUCRA,5110,588,0,0,0,0,0,0,0,0,0,455,0,0,1,34,6
28,875,GIRESUN,BULANCAK,0,0,0,0,0,0,0,0,0,0,0,1089,925,0,14,159,182
28,710,GIRESUN,CAMOLUK,4200,43,0,0,0,7,0,0,0,0,0,29,25,0,0,298,7
28,885,GIRESUN,CANAKCI,0,0,0,0,0,0,0,0,0,0,0,56,144,0,0,56,10
28,833,GIRESUN,DERELI,1925,5600,0,0,0,0,0,0,0,0,0,1750,2753,0,0,392,119
28,850,GIRESUN,DOGANKENT,0,0,0,0,0,0,0,0,0,0,0,277,379,0,1,305,5
28,893,GIRESUN,ESPIYE,0,0,0,0,0,0,0,0,0,0,0,163,886,0,0,140,15
28,944,GIRESUN,EYNESIL,0,0,0,0,0,0,0,0,0,0,0,21,43,0,0,70,4
28,932,GIRESUN,GORELE,0,0,0,0,0,0,0,0,0,0,0,29,1423,0,15,988,28
28,872,GIRESUN,GUCE,0,0,0,0,0,0,0,0,0,0,0,525,371,0,0,42,4
28,895,GIRESUN,KESAP,0,0,0,0,0,0,0,0,0,0,0,19,2013,0,1,564,44
28,869,GIRESUN,MERKEZ,0,0,0,0,0,0,0,0,0,0,0,665,1577,0,29,700,532
28,878,GIRESUN,PIRAZIZ,0,0,0,0,0,0,0,0,0,0,0,189,490,0,4,414,58
28,763,GIRESUN,SEBINKARAHISAR,35000,42000,0,0,0,825,0,0,0,0,0,483,21,0,0,79,68
28,927,GIRESUN,TIREBOLU,0,0,0,0,0,0,0,0,0,0,0,898,2134,0,7,2100,55
28,864,GIRESUN,YAGLIDERE,0,0,0,0,0,0,0,0,0,0,0,420,688,0,2,245,8
29,725,GUMUSHANE,KELKIT,46200,27685,0,0,0,0,0,1133,0,0,1505,2100,5775,0,97,2415,8
29,733,GUMUSHANE,KOSE,24500,11095,0,0,0,0,0,0,0,0,0,700,280,0,0,2468,0
29,839,GUMUSHANE,KURTUN,4565,2118,0,0,0,0,0,0,0,0,0,840,389,0,11,1093,41
29,823,GUMUSHANE,MERKEZ,14560,4295,0,0,0,0,0,0,0,0,0,5880,25,0,33,4760,410
29,740,GUMUSHANE,SIRAN,31971,5004,0,0,0,0,0,257,0,0,140,1036,3360,0,0,3905,55
29,809,GUMUSHANE,TORUL,2842,1403,0,0,0,0,0,0,0,0,0,1400,6,0,109,1435,564
30,217,HAKKARI,CUKURCA,665,0,0,420,0,0,0,0,0,0,0,0,15,0,15,84,435
30,191,HAKKARI,DERECIK,1890,71,0,0,0,6,0,0,0,0,0,21,24,0,18,133,1096
30,302,HAKKARI,MERKEZ,11018,15,0,0,0,23,0,0,0,0,0,32,1100,0,70,1071,1751
30,243,HAKKARI,SEMDINLI,5600,123,0,0,0,87,0,0,0,0,0,56,76,0,49,1127,1401
30,304,HAKKARI,YUKSEKOVA,65947,6898,0,0,0,585,0,0,0,0,0,63,533,0,91,1120,2027
31,17,HATAY,ALTINOZU,66743,1260,43,0,0,0,19811,0,0,0,0,0,258,0,3050,523,977
31,30,HATAY,ANTAKYA,42876,269,60,0,211,176,275020,0,77,0,181,980,23921,0,1106,231,1252
31,39,HATAY,ARSUZ,31500,840,0,0,0,0,3186,0,0,0,0,0,14629,0,770,1960,3248
31,37,HATAY,BELEN,3850,84,0,0,0,153,8545,0,0,0,0,0,386,0,35,0,189
31,20,HATAY,DEFNE,1155,0,0,0,0,0,0,0,0,0,0,0,67,0,28,105,410
31,81,HATAY,DORTYOL,4288,195,0,0,0,0,0,0,0,511,0,0,2881,0,350,3500,4
31,95,HATAY,ERZIN,2450,140,1583,0,0,0,0,0,0,315,0,0,876,0,0,595,1
31,76,HATAY,HASSA,23100,627,0,0,0,0,14761,0,0,0,0,0,3399,0,0,910,140
31,45,HATAY,ISKENDERUN,5583,49,0,0,0,59,0,0,0,0,0,39,124,0,504,210,455
31,44,HATAY,KIRIKHAN,84151,60,784,0,0,173,323373,0,0,0,0,0,16311,0,0,175,2451
31,32,HATAY,KUMLU,18084,350,0,0,0,0,108293,0,0,473,0,589,5928,0,4713,0,820
31,52,HATAY,PAYAS,350,0,0,0,0,0,0,0,0,0,0,0,0,0,14,98,0
31,28,HATAY,REYHANLI,41178,48,0,0,16,0,205181,0,0,2811,0,11201,10616,0,12677,18,771
31,26,HATAY,SAMANDAG,6495,0,0,0,0,11,0,0,0,0,15,56,58,0,1260,350,2421
31,15,HATAY,YAYLADAGI,35015,13395,0,0,0,0,0,0,0,0,370,0,1260,0,294,140,540
76,720,IGDIR,ARALIK,12180,1488,0,0,0,0,9322,32,0,0,0,0,4494,0,0,21,252
76,732,IGDIR,KARAKOYUNLU,6409,806,0,0,0,0,1180,295,0,0,0,0,18234,0,0,66,1750
76,726,IGDIR,MERKEZ,45500,17203,42,0,0,173,6216,51,641,0,700,280,36853,0,35,656,4377
76,741,IGDIR,TUZLUCA,77000,39725,0,0,0,0,0,0,0,0,0,27,915,0,40,207,46
32,256,ISPARTA,AKSU,8050,4550,0,0,0,20,0,0,0,0,0,19,365,0,167,2086,172
32,298,ISPARTA,ATABEY,358,19600,0,0,0,9,0,3685,0,0,545,11,1079,0,46,116,455
32,308,ISPARTA,EGIRDIR,12985,1123,0,0,0,188,0,0,0,0,0,154,70,0,224,382,357
32,335,ISPARTA,GELENDOST,33373,28700,0,0,1575,8833,0,0,0,0,11,0,31,0,102,781,270
32,296,ISPARTA,GONEN,7851,31906,0,0,0,265,0,703,0,0,210,11,427,0,7,35,805
32,300,ISPARTA,KECIBORLU,21643,46200,5,0,0,324,0,0,0,0,0,3,762,0,145,330,1133
32,266,ISPARTA,MERKEZ,12047,23524,212,0,0,62,0,423,0,0,2989,580,2060,0,260,315,1741
32,332,ISPARTA,SARKIKARAAGAC,74239,45588,0,0,1540,5335,0,5075,0,0,1029,4,9996,0,2706,6185,1380
32,346,ISPARTA,SENIRKENT,3548,11900,0,0,0,16,0,2590,0,0,441,15,595,0,23,438,329
32,231,ISPARTA,SUTCULER,10443,2916,0,0,0,68,0,0,0,71,30,38,64,0,95,158,683
32,327,ISPARTA,ULUBORLU,832,1474,0,0,0,29,0,0,0,0,70,0,0,0,4,19,10
32,383,ISPARTA,YALVAC,113595,76992,53,0,5536,29500,0,0,0,0,4269,1316,2197,0,340,3393,2125
32,254,ISPARTA,YENISARBADEMLI,1326,347,0,0,0,0,0,0,0,0,0,0,379,0,28,347,70
34,1036,ISTANBUL,ARNAVUTKOY,19950,4690,10154,0,0,0,0,0,0,0,5754,0,1494,3883,39,14,8
34,989,ISTANBUL,AVCILAR,140,70,478,0,0,0,0,0,0,0,0,0,0,1294,0,0,0
34,1001,ISTANBUL,BASAKSEHIR,2310,2660,120,0,0,0,0,0,0,0,2534,0,0,78,0,0,0
34,1012,ISTANBUL,BEYKOZ,0,0,0,0,0,0,0,0,0,0,630,0,280,0,74,280,454
34,959,ISTANBUL,BEYLIKDUZU,210,140,0,0,0,0,0,0,0,0,0,0,0,0,4,0,2
34,998,ISTANBUL,BUYUKCEKMECE,12250,2800,7915,0,0,0,0,0,0,0,0,0,0,809,0,0,210
34,1071,ISTANBUL,CATALCA,50531,9702,31344,2030,0,0,0,41,0,0,1505,0,3018,1054,13,664,678
34,987,ISTANBUL,CEKMEKOY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,22,31
34,984,ISTANBUL,ESENYURT,0,0,159,0,0,0,0,0,0,0,0,0,0,0,0,0,0
34,1027,ISTANBUL,EYUP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,5,12
34,924,ISTANBUL,KARTAL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,25
34,963,ISTANBUL,PENDIK,123,62,0,0,0,0,0,0,0,0,1540,0,0,0,0,0,116
34,961,ISTANBUL,SANCAKTEPE,0,0,0,0,0,0,0,0,0,0,1404,0,0,0,0,0,0
34,1024,ISTANBUL,SARIYER,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,28
34,1008,ISTANBUL,SILE,2110,620,0,0,0,0,0,0,0,0,3732,68,906,0,28,112,269
34,1039,ISTANBUL,SILIVRI,148400,18200,66303,0,0,176,0,0,0,0,2191,0,2100,29119,241,109,1763
34,930,ISTANBUL,TUZLA,1120,105,0,0,0,0,0,0,0,0,708,0,0,202,4,1,11
35,518,IZMIR,ALIAGA,16345,11123,0,0,0,57,3108,0,0,0,490,35,4786,0,35,105,504
35,405,IZMIR,BALCOVA,26,0,0,0,0,0,0,0,0,0,0,0,0,0,18,10,24
35,384,IZMIR,BAYINDIR,5600,18900,0,0,0,0,2253,0,0,0,2100,910,51846,0,140,1239,7700
35,436,IZMIR,BAYRAKLI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42
35,586,IZMIR,BERGAMA,23030,14000,9856,0,0,294,166255,0,0,0,722,105,41920,0,1540,2100,11751
35,342,IZMIR,BEYDAG,1171,738,0,0,0,0,0,0,0,0,70,455,10346,0,14,70,148
35,446,IZMIR,BORNOVA,32,25,0,0,0,0,0,0,0,0,18,0,13,0,14,18,51
35,401,IZMIR,BUCA,1732,179,0,0,0,0,0,0,0,0,363,0,3769,0,1,35,515
35,424,IZMIR,CESME,770,385,0,0,0,18,0,0,0,0,210,35,0,0,340,35,756
35,448,IZMIR,CIGLI,700,0,0,0,0,0,9322,0,0,0,0,0,183,0,0,0,42
35,567,IZMIR,DIKILI,8361,415,5280,0,0,9,20769,0,0,0,0,875,16646,0,536,67,833
35,486,IZMIR,FOCA,4617,1147,0,0,0,0,12430,0,0,0,0,0,3509,0,28,210,1896
35,397,IZMIR,GAZIEMIR,609,63,0,0,0,0,0,0,0,0,147,0,0,0,0,0,1
35,399,IZMIR,GUZELBAHCE,171,140,0,0,0,0,0,0,0,0,42,0,134,0,6,12,82
35,477,IZMIR,KARABURUN,69,67,0,0,0,0,0,0,0,0,0,0,0,0,4,11,84
35,445,IZMIR,KARSIYAKA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,25
35,442,IZMIR,KEMALPASA,7583,2775,0,0,0,0,0,0,0,0,29,0,2107,0,11,4,437
35,550,IZMIR,KINIK,7483,718,716,0,0,0,43491,0,0,0,68,0,7263,0,0,7,9216
35,381,IZMIR,KIRAZ,21700,16030,0,0,0,0,0,0,0,0,1050,2450,33401,0,7,4760,315
35,388,IZMIR,MENDERES,41540,9603,0,0,0,0,6827,0,0,0,4100,0,15847,0,49,63,1085
35,480,IZMIR,MENEMEN,6790,900,593,0,0,0,172471,0,0,0,0,0,6955,0,175,82,4008
35,404,IZMIR,NARLIDERE,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,12
35,396,IZMIR,ODEMIS,9800,10563,0,0,0,0,0,0,0,0,0,70000,112027,0,350,5853,5286
35,385,IZMIR,SEFERIHISAR,868,550,0,0,0,0,0,0,0,0,553,0,112,0,11,22,221
