CityId,DistrictId,CityName,DistrictName,MinLentilArea,MinBeanArea,MinSunflowerArea,MinChickpeaArea,MinPotatoArea,MinRiceArea,MinCanolaArea,MinSoybeanArea,MinTomatoArea,MinSugarbeetArea,MinCottonArea,MinCornArea,MinPeanutArea,MinBarleyArea,MinOatArea,MinWheatArea,MinOnionArea
72,258,BATMAN,GERCÜŞ,13418.18182,0,0,785.4545455,0,0,0,0,0,0,0,10.90909091,0,15632.72727,0,22985.45455,0
72,259,BATMAN,HASANKEYF,120,0,0,43.63636364,0,0,0,0,0,0,0,0,0,730.9090909,0,3469.090909,0
21,260,DİYARBAKIR,ÇINAR,70025.45455,0,0,5258.181818,0,9687.272727,0,98.18181818,0,18000,175778.1818,54010.90909,0,114141.8182,0,129185.4545,3185.454545
73,261,ŞIRNAK,MERKEZ,2803.636364,0,0,316.3636364,0,0,0,0,10.90909091,0,0,0,0,20356.36364,0,18043.63636,21.81818182
2,263,ADIYAMAN,TUT,21.81818182,87.27272727,0,938.1818182,0,0,0,0,21.81818182,0,54.54545455,32.72727273,0,2563.636364,0,5596.363636,163.6363636
9,264,AYDIN,ÇİNE,0,0,0,0,1440,0,0,0,9152.727273,0,709.0909091,70407.27273,35738.18182,2465.454545,0,13003.63636,0
2,265,ADIYAMAN,GÖLBAŞI,676.3636364,98.18181818,2880,8541.818182,0,0,0,0,0,730.9090909,0,1527.272727,0,44192.72727,0,52527.27273,65.45454545
32,266,ISPARTA,MERKEZ,0,141.8181818,0,65.45454545,949.0909091,0,0,0,272.7272727,349.0909091,0,109.0909091,0,27730.90909,1581.818182,13320,261.8181818
20,267,DENİZLİ,ÇARDAK,0,65.45454545,21.81818182,163.6363636,10.90909091,0,0,0,0,2650.909091,0,829.0909091,0,35541.81818,120,17694.54545,43.63636364
42,268,KONYA,EREĞLİ,0,3643.636364,12000,13112.72727,21861.81818,0,54.54545455,54.54545455,29138.18182,55254.54545,0,58494.54545,0,198807.2727,2989.090909,255905.4545,16025.45455
42,270,KONYA,KARAPINAR,10.90909091,294.5454545,82560,970.9090909,18163.63636,0,218.1818182,0,5400,133221.8182,0,188607.2727,0,118232.7273,349.0909091,201894.5455,0
20,271,DENİZLİ,HONAZ,0,21.81818182,0,43.63636364,0,0,0,0,0,0,0,327.2727273,0,6490.909091,283.6363636,18523.63636,0
20,272,DENİZLİ,BABADAĞ,0,0,0,0,0,0,0,0,0,0,0,0,0,272.7272727,0,632.7272727,0
9,273,AYDIN,BOZDOĞAN,0,0,0,0,1385.454545,0,0,0,76.36363636,0,0,1472.727273,120,18294.54545,643.6363636,24556.36364,0
46,274,KAHRAMANMARAŞ,ONİKİ ŞUBAT,316.3636364,763.6363636,0,5061.818182,0,0,0,2170.909091,316.3636364,0,807.2727273,13014.54545,240,6240,0,90032.72727,807.2727273
51,275,NİĞDE,BOR,0,3501.818182,0,6709.090909,18720,0,0,0,24349.09091,18763.63636,0,741.8181818,0,80018.18182,1450.909091,130538.1818,2127.272727
9,276,AYDIN,KARACASU,0,829.0909091,0,370.9090909,0,0,0,0,0,0,0,316.3636364,0,23629.09091,0,21087.27273,0
9,277,AYDIN,KOÇARLI,0,0,1723.636364,0,185.4545455,0,0,0,621.8181818,0,68040,698.1818182,0,120,0,13494.54545,0
21,278,DİYARBAKIR,MERKEZ,28026.27638,0,0,1291.975024,0,4710.454393,0,0,0,426.5372088,4469.368144,3418.479369,0,36136.66505,0,62031.80081,278.1764405
2,279,ADIYAMAN,MERKEZ,2618.181818,185.4545455,0,74716.36364,54.54545455,0,0,0,54.54545455,0,5781.818182,2487.272727,0,190887.2727,370.9090909,224072.7273,370.9090909
51,280,NİĞDE,ÇAMARDI,0,4898.181818,0,8760,1636.363636,0,0,0,0,0,0,0,0,19429.09091,11225.45455,63283.63636,54.54545455
73,281,ŞIRNAK,BEYTÜŞŞEBAP,0,19276.36364,0,3992.727273,0,0,0,0,2432.727273,0,0,676.3636364,0,9152.727273,0,146007.2727,5356.363636
9,282,AYDIN,YENİPAZAR,0,0,0,0,0,0,0,0,1189.090909,0,9720,14716.36364,0,610.9090909,0,15654.54545,0
42,283,KONYA,BEYŞEHİR,10036.36364,3512.727273,0,31603.63636,4014.545455,0,0,0,0,18763.63636,0,0,0,132109.0909,949.0909091,65029.09091,2007.272727
20,284,DENİZLİ,MERKEZEFENDİ,0,10.90909091,0,0,0,0,0,0,0,0,12414.54545,3141.818182,0,4625.454545,0,7669.090909,0
2,285,ADIYAMAN,KÂHTA,98.18181818,0,0,51730.90909,0,0,0,0,0,0,2596.363636,0,0,91123.63636,0,81381.81818,10.90909091
9,286,AYDIN,SÖKE,0,0,4854.545455,0,698.1818182,0,0,261.8181818,152.7272727,0,299640,1483.636364,0,632.7272727,0,28603.63636,0
63,287,ŞANLIURFA,SİVEREK,328178.1818,0,3010.909091,23367.27273,370.9090909,4461.818182,0,5400,6229.090909,0,126087.2727,253385.4545,0,182094.5455,0,380018.1818,272.7272727
42,288,KONYA,HÜYÜK,5378.181818,283.6363636,21.81818182,8127.272727,414.5454545,0,0,0,0,2443.636364,0,0,0,38596.36364,283.6363636,18861.81818,87.27272727
3,290,AFYONKARAHİSAR,BAŞMAKÇI,0,152.7272727,0,32.72727273,0,0,0,0,0,185.4545455,0,0,0,26029.09091,98.18181818,34592.72727,0
1,291,ADANA,FEKE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32.72727273,0
20,292,DENİZLİ,BOZKURT,0,174.5454545,0,1025.454545,0,0,0,0,98.18181818,392.7272727,0,927.2727273,0,30250.90909,316.3636364,24861.81818,43.63636364
56,293,SİİRT,ERUH,272.7272727,10.90909091,0,76.36363636,0,0,0,0,0,0,0,0,0,6840,0,8421.818182,0
42,294,KONYA,DERBENT,0,883.6363636,98.18181818,4985.454545,1210.909091,0,0,0,0,1189.090909,0,0,0,10843.63636,2760,19003.63636,0
51,295,NİĞDE,ALTUNHİSAR,0,610.9090909,0,600,5618.181818,0,0,0,1156.363636,109.0909091,0,54.54545455,0,9250.909091,0,55265.45455,316.3636364
32,296,ISPARTA,GÖNEN,0,0,0,490.9090909,10.90909091,0,0,0,98.18181818,840,0,0,0,25429.09091,2050.909091,5956.363636,0
42,297,KONYA,EMİRGAZİ,0,0,469.0909091,654.5454545,1167.272727,0,0,0,0,21458.18182,0,2236.363636,0,201294.5455,512.7272727,180021.8182,0
32,298,ISPARTA,ATABEY,0,10.90909091,0,10.90909091,10.90909091,0,0,0,261.8181818,5945.454545,0,0,0,16603.63636,174.5454545,5192.727273,21.81818182
3,299,AFYONKARAHİSAR,DAZKIRI,0,621.8181818,0,305.4545455,0,0,0,0,21.81818182,458.1818182,0,1320,0,26345.45455,240,24010.90909,21.81818182
32,300,ISPARTA,KEÇİBORLU,0,32.72727273,0,250.9090909,0,0,0,0,65.45454545,98.18181818,0,43.63636364,0,36796.36364,0,8880,54.54545455
46,301,KAHRAMANMARAŞ,EKİNÖZÜ,0,43.63636364,0,4723.636364,0,0,0,0,0,0,0,1112.727273,0,35803.63636,0,3970.909091,0
30,302,HAKKARİ,MERKEZ,0,512.7272727,0,294.5454545,392.7272727,0,0,0,0,0,0,272.7272727,0,76.36363636,0,139669.0909,1036.363636
1,303,ADANA,SAİMBEYLİ,0,0,0,10.90909091,0,0,0,0,0,0,0,0,0,32.72727273,0,218.1818182,0
30,304,HAKKARİ,YÜKSEKOVA,0,218.1818182,0,1963.636364,98.18181818,0,0,0,0,0,0,43.63636364,0,12785.45455,0,270021.8182,283.6363636
9,305,AYDIN,KUŞADASI,0,0,0,0,87.27272727,0,0,0,0,0,0,196.3636364,0,1756.363636,0,8989.090909,0
20,306,DENİZLİ,SARAYKÖY,0,32.72727273,0,10.90909091,0,0,0,32.72727273,0,0,55418.18182,621.8181818,0,7014.545455,120,30447.27273,0
2,307,ADIYAMAN,ÇELİKHAN,0,7069.090909,0,0,109.0909091,0,0,0,0,0,0,9981.818182,0,490.9090909,0,1112.727273,1483.636364
32,308,ISPARTA,EĞİRDİR,0,370.9090909,0,218.1818182,163.6363636,0,0,0,32.72727273,0,0,0,0,1145.454545,0,7767.272727,174.5454545
21,309,DİYARBAKIR,BİSMİL,109407.2727,0,0,5345.454545,0,0,0,218.1818182,240,0,136429.0909,108556.3636,0,71781.81818,0,345916.3636,196.3636364
56,310,SİİRT,TİLLO,0,0,0,0,0,0,0,0,0,0,0,0,0,32.72727273,0,163.6363636,0
9,311,AYDIN,İNCİRLİOVA,0,0,0,0,0,0,0,0,98.18181818,0,44018.18182,1614.545455,0,152.7272727,0,12338.18182,10.90909091
21,312,DİYARBAKIR,KAYAPINAR,4614.545455,0,0,4156.363636,0,152.7272727,0,643.6363636,0,0,8770.909091,11792.72727,0,18698.18182,0,64385.45455,0
9,313,AYDIN,MERKEZ,0,0,0,0,54.54545455,0,0,0,8890.909091,0,61418.18182,7680,98.18181818,3240,32.72727273,40963.63636,0
2,314,ADIYAMAN,SİNCİK,21.81818182,32.72727273,0,250.9090909,0,0,0,0,0,0,0,185.4545455,0,1821.818182,0,10516.36364,0
9,315,AYDIN,BUHARKENT,0,152.7272727,0,0,0,0,0,0,0,0,589.0909091,0,0,621.8181818,54.54545455,1636.363636,0
9,316,AYDIN,KÖŞK,0,0,0,0,0,0,0,0,6654.545455,0,11945.45455,370.9090909,0,43.63636364,0,4920,0
9,317,AYDIN,SULTANHİSAR,0,0,0,0,0,0,0,0,0,0,4625.454545,11978.18182,0,567.2727273,0,9469.090909,0
46,318,KAHRAMANMARAŞ,NURHAK,0,261.8181818,0,2007.272727,43.63636364,0,0,0,10.90909091,0,0,76.36363636,0,6032.727273,0,18130.90909,32.72727273
9,319,AYDIN,GERMENCİK,0,0,589.0909091,0,0,0,0,0,87.27272727,0,69065.45455,54.54545455,0,1909.090909,0,12305.45455,0
38,320,KAYSERİ,YAHYALI,0,872.7272727,0,14214.54545,294.5454545,0,0,0,349.0909091,6425.454545,0,2116.363636,0,40963.63636,0,69010.90909,0
3,321,AFYONKARAHİSAR,EVCİLER,0,65.45454545,1789.090909,54.54545455,10.90909091,0,0,0,0,741.8181818,0,676.3636364,0,29323.63636,0,55756.36364,10.90909091
72,322,BATMAN,MERKEZ,12905.45455,0,0,87.27272727,0,0,0,0,0,0,1887.272727,19254.54545,0,11018.18182,0,33654.54545,0
72,323,BATMAN,BEŞİRİ,18698.18182,0,0,0,0,0,0,0,0,0,0,1461.818182,0,6894.545455,0,37298.18182,0
56,324,SİİRT,MERKEZ,6949.090909,0,0,654.5454545,0,0,0,0,0,0,1276.363636,589.0909091,0,7287.272727,0,6785.454545,0
56,325,SİİRT,KURTALAN,79898.18182,0,0,1025.454545,0,0,0,0,0,0,1712.727273,16112.72727,0,21032.72727,0,141763.6364,0
21,326,DİYARBAKIR,YENİŞEHİR,850.9090909,0,0,1352.727273,250.9090909,185.4545455,0,250.9090909,0,0,29869.09091,46101.81818,0,25603.63636,0,44301.81818,43.63636364
32,327,ISPARTA,ULUBORLU,0,32.72727273,0,65.45454545,0,0,0,0,0,0,0,0,0,4952.727273,0,2836.363636,0
20,328,DENİZLİ,PAMUKKALE,0,21.81818182,0,687.2727273,0,0,0,0,0,0,12949.09091,10156.36364,0,10341.81818,0,43341.81818,0
56,329,SİİRT,PERVARİ,98.18181818,0,0,1003.636364,0,0,0,0,0,0,0,0,0,1614.545455,0,44258.18182,0
44,330,MALATYA,DOĞANŞEHİR,512.7272727,22025.45455,0,15010.90909,1232.727273,0,0,0,0,1876.363636,0,0,0,17487.27273,0,43298.18182,2160
2,331,ADIYAMAN,GERGER,10.90909091,0,0,87.27272727,0,0,0,0,0,0,0,0,0,3992.727273,0,414.5454545,0
32,332,ISPARTA,ŞARKİKARAAĞAÇ,65.45454545,5214.545455,0,4603.636364,0,0,0,0,294.5454545,4920,0,0,0,39283.63636,992.7272727,43221.81818,2541.818182
42,333,KONYA,KARATAY,0,1592.727273,215181.8182,2203.636364,31930.90909,0,1810.909091,0,0,88374.54545,0,140585.4545,0,285567.2727,1701.818182,486207.2727,1036.363636
51,334,NİĞDE,ÇİFTLİK,0,1440,0,272.7272727,17792.72727,0,0,0,0,0,0,0,0,2203.636364,98.18181818,23661.81818,65.45454545
32,335,ISPARTA,GELENDOST,130.9090909,567.2727273,0,3065.454545,0,0,0,0,0,0,0,0,0,23040,0,11400,65.45454545
9,336,AYDIN,KUYUCAK,0,250.9090909,0,0,0,0,0,0,0,0,1429.090909,43.63636364,0,10298.18182,0,36905.45455,0
20,337,DENİZLİ,BAKLAN,0,98.18181818,141.8181818,2138.181818,0,0,0,0,240,20432.72727,0,24970.90909,0,40712.72727,1232.727273,2203.636364,0
35,338,İZMİR,SELÇUK,0,0,0,0,0,0,0,0,5563.636364,0,14476.36364,3818.181818,0,1570.909091,0,5007.272727,0
9,339,AYDIN,NAZİLLİ,0,0,0,0,163.6363636,0,0,0,392.7272727,0,40505.45455,6600,130.9090909,6425.454545,392.7272727,30098.18182,21.81818182
21,340,DİYARBAKIR,ÇERMİK,16647.27273,0,709.0909091,9065.454545,0,1898.181818,0,0,0,0,1156.363636,327.2727273,0,30349.09091,0,44912.72727,370.9090909
42,341,KONYA,DOĞANHİSAR,32.72727273,2007.272727,10.90909091,9043.636364,1396.363636,0,0,0,0,2869.090909,0,32.72727273,0,22625.45455,556.3636364,63927.27273,218.1818182
35,342,İZMİR,BEYDAĞ,0,0,0,0,2214.545455,0,0,0,43.63636364,0,0,0,0,4309.090909,0,6676.363636,0
42,343,KONYA,SELÇUKLU,0,8378.181818,22112.72727,2923.636364,1363.636364,0,840,0,0,22036.36364,0,25625.45455,0,216261.8182,7014.545455,185923.6364,163.6363636
51,344,NİĞDE,MERKEZ,0,158803.6364,0,15414.54545,129010.9091,0,0,0,3938.181818,1843.636364,0,0,0,60098.18182,20814.54545,280200,3589.090909
68,345,AKSARAY,GÜZELYURT,0,872.7272727,0,4047.272727,12392.72727,0,0,0,0,0,0,0,0,19178.18182,0,20923.63636,76.36363636
32,346,ISPARTA,SENİRKENT,0,43.63636364,0,32.72727273,32.72727273,0,0,0,163.6363636,7156.363636,0,0,0,18032.72727,0,3960,98.18181818
20,347,DENİZLİ,ÇAL,0,109.0909091,1538.181818,1854.545455,0,0,0,0,0,4047.272727,0,26890.90909,0,26334.54545,5716.363636,17956.36364,32.72727273
20,348,DENİZLİ,GÜNEY,0,0,0,2094.545455,0,0,0,0,0,0,0,76.36363636,0,37243.63636,1069.090909,11530.90909,305.4545455
20,349,DENİZLİ,BULDAN,0,152.7272727,0,65.45454545,0,0,0,0,76.36363636,0,2781.818182,240,0,7276.363636,0,14378.18182,0
46,350,KAHRAMANMARAŞ,GÖKSUN,0,6916.363636,0,9381.818182,2607.272727,0,0,0,0,2247.272727,0,392.7272727,0,27109.09091,0,73134.54545,534.5454545
1,351,ADANA,TUFANBEYLİ,0,0,0,10.90909091,0,0,0,0,0,0,0,0,0,10.90909091,0,21.81818182,0
3,352,AFYONKARAHİSAR,KIZILÖREN,0,65.45454545,0,327.2727273,4418.181818,0,0,0,0,76.36363636,0,0,0,16985.45455,1549.090909,7701.818182,327.2727273
44,353,MALATYA,PÜTÜRGE,327.2727273,196.3636364,0,610.9090909,0,0,0,0,0,0,0,905.4545455,0,3741.818182,0,18458.18182,98.18181818
68,354,AKSARAY,SULTANHANI,0,0,8160,0,32.72727273,0,54.54545455,0,21.81818182,58101.81818,0,6163.636364,0,67309.09091,338.1818182,39447.27273,0
44,355,MALATYA,DOĞANYOL,21.81818182,54.54545455,0,43.63636364,0,0,0,0,0,0,0,87.27272727,0,512.7272727,0,1560,0
21,356,DİYARBAKIR,EĞİL,3970.909091,0,21.81818182,1549.090909,0,0,0,0,0,0,1723.636364,2705.454545,0,11170.90909,0,22941.81818,32.72727273
21,357,DİYARBAKIR,SUR,95585.45455,0,0,8923.636364,0,2040,0,0,0,0,40090.90909,21501.81818,0,276130.9091,0,394625.4545,0
21,358,DİYARBAKIR,ÇÜNGÜŞ,152.7272727,490.9090909,0,436.3636364,0,0,0,0,152.7272727,0,0,1156.363636,0,3327.272727,0,6589.090909,185.4545455
35,359,İZMİR,TİRE,0,0,0,0,21207.27273,0,0,0,28265.45455,0,3970.909091,16625.45455,0,45796.36364,54.54545455,33392.72727,0
65,360,VAN,BAHÇESARAY,0,0,0,0,0,0,0,0,0,0,0,0,0,1309.090909,0,28483.63636,0
56,361,SİİRT,BAYKAN,512.7272727,0,0,32.72727273,0,0,0,0,0,0,0,0,0,0,0,5629.090909,21.81818182
56,362,SİİRT,ŞİRVAN,0,0,0,0,0,0,0,0,0,0,0,0,0,2105.454545,0,13265.45455,0
20,363,DENİZLİ,BEKİLLİ,0,0,0,3327.272727,0,0,0,0,0,0,0,10.90909091,0,7309.090909,87.27272727,392.7272727,185.4545455
21,364,DİYARBAKIR,HAZRO,15840,0,0,2880,0,1265.454545,0,0,0,0,0,54.54545455,0,33665.45455,0,5247.272727,0
3,365,AFYONKARAHİSAR,DİNAR,0,861.8181818,589.0909091,840,21643.63636,0,32.72727273,0,0,18676.36364,0,381.8181818,0,102250.9091,4320,96425.45455,469.0909091
21,366,DİYARBAKIR,KOCAKÖY,5803.636364,0,0,120,0,43.63636364,0,0,174.5454545,0,0,654.5454545,0,63752.72727,0,27032.72727,0
21,367,DİYARBAKIR,ERGANİ,64560,0,6207.272727,57000,970.9090909,1461.818182,0,458.1818182,2618.181818,741.8181818,8530.909091,1669.090909,0,78545.45455,0,245018.1818,0
21,368,DİYARBAKIR,SİLVAN,13276.36364,0,0,1843.636364,0,0,0,0,21.81818182,0,54.54545455,4734.545455,0,12894.54545,0,45185.45455,21.81818182
44,369,MALATYA,KALE,10.90909091,0,0,43.63636364,0,0,0,0,0,0,0,0,0,261.8181818,0,1058.181818,0
38,370,KAYSERİ,DEVELİ,0,1570.909091,0,3360,4974.545455,0,0,0,0,19974.54545,0,327.2727273,0,48174.54545,294.5454545,212334.5455,0
50,371,NEVŞEHİR,DERİNKUYU,0,78916.36364,0,1014.545455,32018.18182,0,0,0,0,0,0,0,0,8956.363636,13025.45455,52756.36364,109.0909091
45,372,MANİSA,SARIGÖL,0,0,0,0,0,0,0,0,0,0,0,10.90909091,0,12610.90909,0,52527.27273,98.18181818
68,373,AKSARAY,GÜLAĞAÇ,0,13930.90909,0,1516.363636,11258.18182,0,0,0,0,4800,0,0,0,43909.09091,1407.272727,54905.45455,109.0909091
38,374,KAYSERİ,YEŞİLHİSAR,0,22385.45455,0,3600,43974.54545,0,0,0,3992.727273,52156.36364,0,2443.636364,0,18709.09091,4472.727273,93523.63636,0
42,375,KONYA,ALTINEKİN,10.90909091,19854.54545,73080,3676.363636,10592.72727,0,65.45454545,65.45454545,0,112996.3636,0,160832.7273,0,113760,850.9090909,134356.3636,632.7272727
44,376,MALATYA,MERKEZ,43.63636364,32.72727273,0,578.1818182,0,0,0,0,0,894.5454545,0,174.5454545,0,36752.72727,0,29149.09091,21.81818182
13,377,BİTLİS,HİZAN,0,6425.454545,0,0,447.2727273,0,0,0,0,0,0,0,0,152.7272727,0,66512.72727,0
44,378,MALATYA,YEŞİLYURT,32.72727273,32.72727273,0,250.9090909,0,0,0,0,0,87.27272727,0,10.90909091,0,5290.909091,0,6196.363636,0
65,379,VAN,ÇATAK,0,0,0,970.9090909,534.5454545,0,0,0,0,0,0,0,0,29509.09091,0,23989.09091,0
44,380,MALATYA,AKÇADAĞ,152.7272727,21.81818182,0,818.1818182,0,0,0,0,0,43.63636364,0,0,0,22701.81818,1800,35072.72727,87.27272727
35,381,İZMİR,KİRAZ,0,0,0,0,2116.363636,0,0,0,43.63636364,0,0,0,0,8345.454545,0,16843.63636,0
35,382,İZMİR,TORBALI,0,0,0,0,0,0,0,0,61254.54545,0,49167.27273,25647.27273,0,6807.272727,7232.727273,17716.36364,0
32,383,ISPARTA,YALVAÇ,5290.909091,4058.181818,32.72727273,38007.27273,1898.181818,0,0,0,338.1818182,0,0,65.45454545,0,126414.5455,3796.363636,43210.90909,403.6363636
35,384,İZMİR,BAYINDIR,0,0,0,0,7069.090909,0,0,0,59301.81818,0,4560,8945.454545,0,0,0,28734.54545,0
35,385,İZMİR,SEFERİHİSAR,0,0,0,0,0,0,0,0,0,0,0,0,0,1232.727273,0,3141.818182,0
72,386,BATMAN,KOZLUK,5356.363636,0,0,43.63636364,0,0,0,0,0,0,109.0909091,600,0,5836.363636,0,19265.45455,0
21,387,DİYARBAKIR,DİCLE,1494.545455,76.36363636,0,872.7272727,0,0,0,0,32.72727273,0,0,0,0,16789.09091,0,6196.363636,0
35,388,İZMİR,MENDERES,0,0,0,0,0,0,0,0,6152.727273,0,2858.181818,13330.90909,0,14421.81818,1298.181818,60970.90909,0
23,389,ELAZIĞ,SİVRİCE,76.36363636,720,0,316.3636364,21.81818182,0,0,0,43.63636364,98.18181818,0,0,0,6338.181818,0,23312.72727,21.81818182
20,390,DENİZLİ,ÇİVRİL,0,327.2727273,589.0909091,5923.636364,0,0,0,0,7374.545455,45676.36364,0,88963.63636,0,109898.1818,720,12120,0
42,391,KONYA,AKŞEHİR,0,32.72727273,32.72727273,1472.727273,98.18181818,0,0,0,65.45454545,9774.545455,0,414.5454545,0,52581.81818,2650.909091,111501.8182,43.63636364
64,392,UŞAK,KARAHALLI,0,0,32.72727273,7767.272727,0,0,425.4545455,0,0,0,0,0,0,32498.18182,861.8181818,7581.818182,185.4545455
46,393,KAHRAMANMARAŞ,AFŞİN,32.72727273,6294.545455,207.2727273,20596.36364,7440,0,0,0,2858.181818,20792.72727,0,13450.90909,0,105763.6364,109.0909091,194803.6364,109.0909091
46,394,KAHRAMANMARAŞ,ELBİSTAN,0,1200,0,23247.27273,3010.909091,0,0,0,0,37887.27273,0,72654.54545,0,198152.7273,0,78240,1810.909091
38,395,KAYSERİ,TOMARZA,0,1309.090909,0,6054.545455,38029.09091,0,0,0,0,3152.727273,0,0,0,89236.36364,610.9090909,161389.0909,0
35,396,İZMİR,ÖDEMİŞ,0,0,0,0,183730.9091,0,0,0,1669.090909,0,0,0,0,13494.54545,0,6010.909091,0
35,397,İZMİR,GAZİEMİR,0,0,0,0,0,0,0,0,0,0,0,0,0,556.3636364,0,4909.090909,0
42,398,KONYA,ILGIN,0,1549.090909,22069.09091,28669.09091,1134.545455,0,0,109.0909091,0,37330.90909,0,7189.090909,0,153272.7273,14945.45455,150425.4545,54.54545455
35,399,İZMİR,GÜZELBAHÇE,0,0,0,0,0,0,0,0,0,0,0,21.81818182,0,109.0909091,0,130.9090909,0
35,401,İZMİR,BUCA,0,0,0,0,0,0,0,0,1658.181818,0,0,4232.727273,0,610.9090909,0,5345.454545,0
35,402,İZMİR,KARABAĞLAR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35,404,İZMİR,NARLIDERE,0,0,0,0,1201.893259,0,0,0,10.92630235,0,0,0,0,88.30637561,0,39.33468847,0
35,405,İZMİR,BALÇOVA,0,0,0,0,0,0,0,0,0,0,0,0,0,1952.727273,0,0,0
23,406,ELAZIĞ,MADEN,65.45454545,4603.636364,0,338.1818182,98.18181818,0,0,0,207.2727273,360,0,0,0,6261.818182,0,26989.09091,32.72727273
23,407,ELAZIĞ,ALACAKAYA,0,0,0,0,0,0,0,0,0,0,0,0,0,272.7272727,0,1658.181818,0
21,408,DİYARBAKIR,HANİ,3283.636364,0,0,1690.909091,0,0,0,0,174.5454545,0,0,130.9090909,0,27185.45455,0,480,883.6363636
50,409,NEVŞEHİR,ACIGÖL,0,3872.727273,0,9861.818182,8400,0,0,0,0,0,0,0,0,20192.72727,2923.636364,86901.81818,109.0909091
38,410,KAYSERİ,HACILAR,0,0,0,0,0,0,0,0,0,0,0,0,0,458.1818182,120,1920,76.36363636
35,411,İZMİR,KONAK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
68,412,AKSARAY,ESKİL,0,0,47312.72727,0,6981.818182,0,1112.727273,0,0,93960,0,107923.6364,0,80520,0,213360,0
42,413,KONYA,TUZLUKÇU,0,2727.272727,3578.181818,6665.454545,2727.272727,0,0,0,0,18752.72727,0,5192.727273,0,148701.8182,11530.90909,80432.72727,0
38,415,KAYSERİ,TALAS,0,76.36363636,0,1178.181818,4363.636364,0,0,0,0,0,0,0,0,40243.63636,2727.272727,49549.09091,54.54545455
50,416,NEVŞEHİR,MERKEZ,0,16472.72727,0,1821.818182,6229.090909,0,0,0,65.45454545,0,0,32.72727273,0,35410.90909,2672.727273,42436.36364,240
3,417,AFYONKARAHİSAR,ŞUHUT,0,1669.090909,272.7272727,665.4545455,25047.27273,0,0,0,0,3556.363636,0,0,0,43123.63636,0,47410.90909,65.45454545
68,418,AKSARAY,MERKEZ,0,4341.818182,13876.36364,54610.90909,32956.36364,0,0,0,4494.545455,52440,0,8814.545455,0,614770.9091,2247.272727,387403.6364,981.8181818
38,419,KAYSERİ,SARIZ,0,0,0,2301.818182,5127.272727,0,0,0,0,0,0,0,0,23596.36364,0,179792.7273,0
64,420,UŞAK,ULUBEY,0,0,1156.363636,32149.09091,0,0,0,0,0,0,0,0,0,94407.27273,1494.545455,18610.90909,370.9090909
72,421,BATMAN,SASON,0,0,0,0,0,0,0,0,0,0,0,0,0,7352.727273,0,20901.81818,0
45,422,MANİSA,ALAŞEHİR,0,76.36363636,0,512.7272727,0,0,0,0,425.4545455,0,141.8181818,1003.636364,0,52930.90909,0,75120,0
13,423,BİTLİS,MERKEZ,0,1581.818182,0,32.72727273,130.9090909,0,0,0,0,0,0,0,0,3501.818182,0,10494.54545,0
35,424,İZMİR,ÇEŞME,0,10.90909091,0,21.81818182,32.72727273,0,0,0,76.36363636,0,0,0,0,349.0909091,0,752.7272727,283.6363636
3,426,AFYONKARAHİSAR,ÇAY,0,316.3636364,109.0909091,436.3636364,1865.454545,0,0,229.0909091,0,8170.909091,0,207.2727273,0,61080,425.4545455,72196.36364,32.72727273
23,428,ELAZIĞ,ARICAK,0,32.72727273,0,0,0,0,0,0,0,0,0,0,0,1854.545455,0,9021.818182,0
64,429,UŞAK,SİVASLI,0,1058.181818,840,11083.63636,32.72727273,0,0,0,360,643.6363636,0,916.3636364,0,63796.36364,2214.545455,6458.181818,229.0909091
44,430,MALATYA,YAZIHAN,76.36363636,0,0,1778.181818,43.63636364,0,0,0,0,9610.909091,0,545.4545455,0,29650.90909,0,31156.36364,32.72727273
65,431,VAN,BAŞKALE,0,0,0,763.6363636,0,0,0,0,0,0,0,0,0,109887.2727,0,287487.2727,0
50,432,NEVŞEHİR,ÜRGÜP,0,2389.090909,0,6730.909091,6720,0,0,0,109.0909091,403.6363636,0,0,0,11705.45455,5650.909091,35520,87.27272727
35,433,İZMİR,URLA,0,0,0,0,0,0,0,0,130.9090909,0,0,87.27272727,0,1254.545455,1112.727273,3545.454545,0
21,434,DİYARBAKIR,LİCE,32.72727273,10.90909091,0,120,0,0,0,0,1003.636364,0,0,21.81818182,0,10985.45455,0,24098.18182,98.18181818
35,436,İZMİR,BAYRAKLI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,437,AFYONKARAHİSAR,SANDIKLI,0,676.3636364,294.5454545,905.4545455,36469.09091,0,0,0,0,9970.909091,0,163.6363636,0,149400,3807.272727,44061.81818,5509.090909
65,438,VAN,EDREMİT,0,992.7272727,0,0,43.63636364,0,0,0,0,1690.909091,0,349.0909091,0,52080,0,45338.18182,0
64,439,UŞAK,EŞME,0,0,0,6621.818182,0,0,0,0,0,0,0,0,0,132425.4545,381.8181818,21774.54545,65.45454545
13,440,BİTLİS,MUTKİ,0,0,0,0,0,0,0,0,0,0,0,8290.909091,0,2563.636364,0,18818.18182,0
